flight_ID,airport_ID,airline_ID,flight_date,expected_time,is_destination
0,3115,88,2022-06-01,04:02:00,False
0,301,88,2022-06-01,06:29:00,True
1,3115,88,2022-06-01,13:36:00,False
1,301,88,2022-06-01,16:04:00,True
2,3115,88,2022-06-01,07:43:00,False
2,301,88,2022-06-01,10:11:00,True
3,3115,88,2022-06-01,08:29:00,False
3,301,88,2022-06-01,10:56:00,True
4,3115,88,2022-06-01,18:59:00,False
4,301,88,2022-06-01,21:27:00,True
5,3115,103,2022-06-01,16:08:00,False
5,1290,103,2022-06-01,17:30:00,True
6,3115,103,2022-06-01,08:11:00,False
6,1290,103,2022-06-01,09:33:00,True
7,3115,103,2022-06-01,14:09:00,False
7,1290,103,2022-06-01,15:31:00,True
8,3115,103,2022-06-01,20:50:00,False
8,1290,103,2022-06-01,22:13:00,True
9,3115,103,2022-06-01,03:46:00,False
9,1290,103,2022-06-01,05:09:00,True
10,3115,103,2022-06-01,03:39:00,False
10,1290,103,2022-06-01,05:02:00,True
11,3115,108,2022-06-01,07:38:00,False
11,1125,108,2022-06-01,08:08:00,True
12,3115,108,2022-06-01,02:09:00,False
12,1125,108,2022-06-01,02:38:00,True
13,3115,108,2022-06-01,10:33:00,False
13,1125,108,2022-06-01,11:03:00,True
14,3115,148,2022-06-01,05:13:00,False
14,1107,148,2022-06-01,05:45:00,True
15,3115,148,2022-06-01,05:38:00,False
15,1107,148,2022-06-01,06:11:00,True
16,3115,148,2022-06-01,02:44:00,False
16,1107,148,2022-06-01,03:17:00,True
17,3115,148,2022-06-01,13:46:00,False
17,1107,148,2022-06-01,14:19:00,True
18,3115,148,2022-06-01,23:46:00,False
18,1107,148,2022-06-02,01:19:00,True
19,3115,148,2022-06-01,09:54:00,False
19,1107,148,2022-06-01,10:27:00,True
20,3115,148,2022-06-01,06:59:00,False
20,1107,148,2022-06-01,07:32:00,True
21,3115,148,2022-06-01,23:43:00,False
21,1646,148,2022-06-02,04:48:00,True
22,3115,148,2022-06-01,07:40:00,False
22,1646,148,2022-06-01,11:45:00,True
23,3115,148,2022-06-01,01:14:00,False
23,1646,148,2022-06-01,05:19:00,True
24,3115,148,2022-06-01,22:12:00,False
24,1646,148,2022-06-02,03:17:00,True
25,3115,148,2022-06-01,07:25:00,False
25,1097,148,2022-06-01,07:53:00,True
26,3115,148,2022-06-01,18:47:00,False
26,1097,148,2022-06-01,19:16:00,True
27,3115,148,2022-06-01,14:44:00,False
27,1097,148,2022-06-01,15:13:00,True
28,3115,148,2022-06-01,01:26:00,False
28,1097,148,2022-06-01,01:54:00,True
29,3115,148,2022-06-01,09:47:00,False
29,952,148,2022-06-01,12:10:00,True
30,3115,148,2022-06-01,12:37:00,False
30,952,148,2022-06-01,14:59:00,True
31,3115,148,2022-06-01,11:15:00,False
31,952,148,2022-06-01,13:37:00,True
32,3115,148,2022-06-01,09:42:00,False
32,952,148,2022-06-01,12:05:00,True
33,3115,148,2022-06-01,10:14:00,False
33,952,148,2022-06-01,12:36:00,True
34,3115,148,2022-06-01,12:31:00,False
34,952,148,2022-06-01,14:53:00,True
35,3115,148,2022-06-01,00:40:00,False
35,952,148,2022-06-01,03:03:00,True
36,3115,148,2022-06-01,18:51:00,False
36,1294,148,2022-06-01,19:52:00,True
37,3115,148,2022-06-01,10:17:00,False
37,1294,148,2022-06-01,11:18:00,True
38,3115,148,2022-06-01,20:23:00,False
38,1294,148,2022-06-01,21:24:00,True
39,3115,148,2022-06-01,09:32:00,False
39,1294,148,2022-06-01,10:33:00,True
40,3115,148,2022-06-01,04:13:00,False
40,1294,148,2022-06-01,05:14:00,True
41,3115,148,2022-06-01,15:52:00,False
41,1129,148,2022-06-01,17:18:00,True
42,3115,148,2022-06-01,10:11:00,False
42,877,148,2022-06-01,11:36:00,True
43,3115,148,2022-06-01,12:36:00,False
43,877,148,2022-06-01,14:02:00,True
44,3115,148,2022-06-01,22:59:00,False
44,877,148,2022-06-02,01:25:00,True
45,3115,148,2022-06-01,23:40:00,False
45,1055,148,2022-06-02,03:19:00,True
46,3115,148,2022-06-01,18:35:00,False
46,1055,148,2022-06-01,21:14:00,True
47,3115,148,2022-06-01,21:48:00,False
47,1055,148,2022-06-02,01:27:00,True
48,3115,148,2022-06-01,11:17:00,False
48,1055,148,2022-06-01,13:55:00,True
49,3115,148,2022-06-01,13:46:00,False
49,1055,148,2022-06-01,16:25:00,True
50,3115,148,2022-06-01,14:14:00,False
50,1055,148,2022-06-01,16:52:00,True
51,3115,148,2022-06-01,09:49:00,False
51,1055,148,2022-06-01,12:28:00,True
52,3115,148,2022-06-01,14:39:00,False
52,1055,148,2022-06-01,17:18:00,True
53,3115,148,2022-06-01,12:22:00,False
53,1108,148,2022-06-01,12:51:00,True
54,3115,148,2022-06-01,05:04:00,False
54,1108,148,2022-06-01,05:33:00,True
55,3115,148,2022-06-01,01:10:00,False
55,1120,148,2022-06-01,01:31:00,True
56,3115,148,2022-06-01,13:47:00,False
56,1120,148,2022-06-01,14:09:00,True
57,3115,148,2022-06-01,23:36:00,False
57,1120,148,2022-06-01,23:57:00,True
58,3115,148,2022-06-01,02:18:00,False
58,1120,148,2022-06-01,02:39:00,True
59,3115,148,2022-06-01,04:30:00,False
59,1120,148,2022-06-01,04:51:00,True
60,3115,148,2022-06-01,20:15:00,False
60,1120,148,2022-06-01,20:36:00,True
61,3115,148,2022-06-01,01:41:00,False
61,3191,148,2022-06-01,04:30:00,True
62,3115,148,2022-06-01,17:30:00,False
62,3191,148,2022-06-01,20:19:00,True
63,3115,148,2022-06-01,08:00:00,False
63,3191,148,2022-06-01,10:48:00,True
64,3115,148,2022-06-01,19:43:00,False
64,3191,148,2022-06-01,22:32:00,True
65,3115,148,2022-06-01,00:42:00,False
65,302,148,2022-06-01,03:12:00,True
66,3115,148,2022-06-01,17:14:00,False
66,302,148,2022-06-01,19:43:00,True
67,3115,148,2022-06-01,10:51:00,False
67,302,148,2022-06-01,13:21:00,True
68,3115,148,2022-06-01,11:33:00,False
68,302,148,2022-06-01,14:03:00,True
69,3115,148,2022-06-01,04:48:00,False
69,302,148,2022-06-01,07:18:00,True
70,3115,148,2022-06-01,13:05:00,False
70,302,148,2022-06-01,15:34:00,True
71,3115,148,2022-06-01,08:59:00,False
71,302,148,2022-06-01,11:29:00,True
72,3115,148,2022-06-01,21:21:00,False
72,1173,148,2022-06-01,22:40:00,True
73,3115,148,2022-06-01,09:26:00,False
73,1173,148,2022-06-01,10:45:00,True
74,3115,148,2022-06-01,23:45:00,False
74,1173,148,2022-06-02,02:05:00,True
75,3115,148,2022-06-01,00:45:00,False
75,1173,148,2022-06-01,02:05:00,True
76,3115,148,2022-06-01,06:18:00,False
76,1173,148,2022-06-01,07:37:00,True
77,3115,148,2022-06-01,05:52:00,False
77,1173,148,2022-06-01,07:12:00,True
78,3115,148,2022-06-01,09:33:00,False
78,1173,148,2022-06-01,10:52:00,True
79,3115,148,2022-06-01,12:45:00,False
79,1173,148,2022-06-01,14:05:00,True
80,3115,148,2022-06-01,08:06:00,False
80,297,148,2022-06-01,10:22:00,True
81,3115,148,2022-06-01,19:40:00,False
81,297,148,2022-06-01,21:56:00,True
82,3115,148,2022-06-01,04:33:00,False
82,297,148,2022-06-01,06:49:00,True
83,3115,148,2022-06-01,20:44:00,False
83,297,148,2022-06-01,23:01:00,True
84,3115,148,2022-06-01,03:10:00,False
84,297,148,2022-06-01,05:26:00,True
85,3115,148,2022-06-01,12:22:00,False
85,297,148,2022-06-01,14:38:00,True
86,3115,148,2022-06-01,11:53:00,False
86,1249,148,2022-06-01,14:03:00,True
87,3115,148,2022-06-01,23:49:00,False
87,1249,148,2022-06-02,02:58:00,True
88,3115,148,2022-06-01,02:14:00,False
88,1249,148,2022-06-01,04:23:00,True
89,3115,148,2022-06-01,11:03:00,False
89,1249,148,2022-06-01,13:12:00,True
90,3115,148,2022-06-01,17:30:00,False
90,1249,148,2022-06-01,19:39:00,True
91,3115,148,2022-06-01,19:20:00,False
91,1249,148,2022-06-01,21:29:00,True
92,3115,148,2022-06-01,00:37:00,False
92,2616,148,2022-06-01,10:58:00,True
93,3115,148,2022-06-01,06:07:00,False
93,2616,148,2022-06-01,16:28:00,True
94,3115,148,2022-06-01,06:53:00,False
94,1101,148,2022-06-01,07:19:00,True
95,3115,148,2022-06-01,01:00:00,False
95,1101,148,2022-06-01,01:25:00,True
96,3115,148,2022-06-01,22:53:00,False
96,1101,148,2022-06-01,23:19:00,True
97,3115,148,2022-06-01,04:59:00,False
97,1101,148,2022-06-01,05:25:00,True
98,3115,148,2022-06-01,12:59:00,False
98,1101,148,2022-06-01,13:25:00,True
99,3115,148,2022-06-01,03:37:00,False
99,1101,148,2022-06-01,04:03:00,True
100,3115,148,2022-06-01,18:26:00,False
100,1101,148,2022-06-01,18:51:00,True
101,3115,148,2022-06-01,22:42:00,False
101,1101,148,2022-06-01,23:08:00,True
102,3115,148,2022-06-01,00:46:00,False
102,2243,148,2022-06-01,02:39:00,True
103,3115,148,2022-06-01,03:10:00,False
103,2243,148,2022-06-01,05:03:00,True
104,3115,148,2022-06-01,08:36:00,False
104,2243,148,2022-06-01,10:29:00,True
105,3115,148,2022-06-01,00:24:00,False
105,2243,148,2022-06-01,02:17:00,True
106,3115,148,2022-06-01,04:01:00,False
106,2243,148,2022-06-01,05:53:00,True
107,3115,148,2022-06-01,21:08:00,False
107,1100,148,2022-06-01,21:32:00,True
108,3115,148,2022-06-01,08:08:00,False
108,1100,148,2022-06-01,08:32:00,True
109,3115,148,2022-06-01,16:09:00,False
109,1100,148,2022-06-01,16:33:00,True
110,3115,148,2022-06-01,21:31:00,False
110,1100,148,2022-06-01,21:55:00,True
111,3115,148,2022-06-01,21:42:00,False
111,1100,148,2022-06-01,22:07:00,True
112,3115,148,2022-06-01,16:11:00,False
112,1100,148,2022-06-01,16:35:00,True
113,3115,148,2022-06-01,20:22:00,False
113,1099,148,2022-06-01,20:39:00,True
114,3115,148,2022-06-01,21:46:00,False
114,3330,148,2022-06-01,22:08:00,True
115,3115,148,2022-06-01,09:15:00,False
115,3330,148,2022-06-01,09:36:00,True
116,3115,148,2022-06-01,06:33:00,False
116,3330,148,2022-06-01,06:54:00,True
117,3115,148,2022-06-01,01:22:00,False
117,3330,148,2022-06-01,01:43:00,True
118,3115,148,2022-06-01,06:08:00,False
118,3330,148,2022-06-01,06:29:00,True
119,3115,148,2022-06-01,21:21:00,False
119,3330,148,2022-06-01,21:42:00,True
120,3115,148,2022-06-01,11:11:00,False
120,1115,148,2022-06-01,11:23:00,True
121,3115,148,2022-06-01,06:59:00,False
121,1115,148,2022-06-01,07:12:00,True
122,3115,148,2022-06-01,22:23:00,False
122,1115,148,2022-06-01,22:35:00,True
123,3115,148,2022-06-01,03:55:00,False
123,1115,148,2022-06-01,04:08:00,True
124,3115,148,2022-06-01,19:12:00,False
124,1115,148,2022-06-01,19:24:00,True
125,3115,148,2022-06-01,19:06:00,False
125,1115,148,2022-06-01,19:18:00,True
126,3115,148,2022-06-01,08:32:00,False
126,3332,148,2022-06-01,08:43:00,True
127,3115,148,2022-06-01,15:21:00,False
127,3332,148,2022-06-01,15:32:00,True
128,3115,148,2022-06-01,14:17:00,False
128,1121,148,2022-06-01,14:28:00,True
129,3115,148,2022-06-01,01:33:00,False
129,1121,148,2022-06-01,01:44:00,True
130,3115,148,2022-06-01,20:08:00,False
130,1121,148,2022-06-01,20:19:00,True
131,3115,148,2022-06-01,08:46:00,False
131,1121,148,2022-06-01,08:57:00,True
132,3115,148,2022-06-01,21:41:00,False
132,1121,148,2022-06-01,21:52:00,True
133,3115,148,2022-06-01,16:44:00,False
133,1121,148,2022-06-01,16:55:00,True
134,3115,148,2022-06-01,11:33:00,False
134,3836,148,2022-06-01,11:41:00,True
135,3115,148,2022-06-01,20:08:00,False
135,3836,148,2022-06-01,20:16:00,True
