flight_ID,airport_ID,airline_ID,flight_date,expected_time,is_destination
0,3115,88,2022-06-01,05:52:00,False
0,301,88,2022-06-01,08:20:00,True
1,3115,88,2022-06-01,09:40:00,False
1,301,88,2022-06-01,12:08:00,True
2,3115,88,2022-06-01,07:10:00,False
2,301,88,2022-06-01,09:37:00,True
3,3115,88,2022-06-01,19:45:00,False
3,301,88,2022-06-01,22:13:00,True
4,3115,88,2022-06-01,07:40:00,False
4,307,88,2022-06-01,09:46:00,True
5,3115,88,2022-06-01,22:31:00,False
5,307,88,2022-06-02,01:37:00,True
6,3115,88,2022-06-01,21:00:00,False
6,307,88,2022-06-01,23:06:00,True
7,3115,88,2022-06-01,02:51:00,False
7,307,88,2022-06-01,04:57:00,True
8,3115,88,2022-06-01,17:50:00,False
8,307,88,2022-06-01,19:56:00,True
9,3115,88,2022-06-01,13:33:00,False
9,307,88,2022-06-01,15:39:00,True
10,3115,103,2022-06-01,23:34:00,False
10,1290,103,2022-06-02,01:56:00,True
11,3115,103,2022-06-01,21:50:00,False
11,1290,103,2022-06-01,23:13:00,True
12,3115,108,2022-06-01,06:03:00,False
12,1125,108,2022-06-01,06:32:00,True
13,3115,108,2022-06-01,22:09:00,False
13,1125,108,2022-06-01,22:38:00,True
14,3115,108,2022-06-01,04:10:00,False
14,1125,108,2022-06-01,04:39:00,True
15,3115,108,2022-06-01,16:07:00,False
15,1125,108,2022-06-01,16:36:00,True
16,3115,108,2022-06-01,06:19:00,False
16,1125,108,2022-06-01,06:48:00,True
17,3115,108,2022-06-01,08:21:00,False
17,1125,108,2022-06-01,08:50:00,True
18,3115,108,2022-06-01,13:19:00,False
18,1125,108,2022-06-01,13:48:00,True
19,3115,108,2022-06-01,05:00:00,False
19,1125,108,2022-06-01,05:29:00,True
20,3115,148,2022-06-01,22:13:00,False
20,1107,148,2022-06-01,22:45:00,True
21,3115,148,2022-06-01,04:25:00,False
21,1646,148,2022-06-01,08:30:00,True
22,3115,148,2022-06-01,07:02:00,False
22,1646,148,2022-06-01,11:07:00,True
23,3115,148,2022-06-01,04:31:00,False
23,1646,148,2022-06-01,08:36:00,True
24,3115,148,2022-06-01,03:45:00,False
24,1646,148,2022-06-01,07:50:00,True
25,3115,148,2022-06-01,16:13:00,False
25,1646,148,2022-06-01,20:18:00,True
26,3115,148,2022-06-01,21:46:00,False
26,1097,148,2022-06-01,22:15:00,True
27,3115,148,2022-06-01,22:51:00,False
27,1097,148,2022-06-01,23:20:00,True
28,3115,148,2022-06-01,09:55:00,False
28,1097,148,2022-06-01,10:24:00,True
29,3115,148,2022-06-01,23:01:00,False
29,1097,148,2022-06-01,23:29:00,True
30,3115,148,2022-06-01,09:31:00,False
30,1097,148,2022-06-01,09:59:00,True
31,3115,148,2022-06-01,22:27:00,False
31,1097,148,2022-06-01,22:55:00,True
32,3115,148,2022-06-01,13:02:00,False
32,1294,148,2022-06-01,14:03:00,True
33,3115,148,2022-06-01,22:48:00,False
33,1294,148,2022-06-01,23:49:00,True
34,3115,148,2022-06-01,07:04:00,False
34,1294,148,2022-06-01,08:05:00,True
35,3115,148,2022-06-01,09:18:00,False
35,281,148,2022-06-01,11:55:00,True
36,3115,148,2022-06-01,18:36:00,False
36,281,148,2022-06-01,21:14:00,True
37,3115,148,2022-06-01,02:04:00,False
37,281,148,2022-06-01,04:41:00,True
38,3115,148,2022-06-01,23:18:00,False
38,281,148,2022-06-02,02:55:00,True
39,3115,148,2022-06-01,17:45:00,False
39,281,148,2022-06-01,20:23:00,True
40,3115,148,2022-06-01,01:51:00,False
40,281,148,2022-06-01,04:29:00,True
41,3115,148,2022-06-01,19:33:00,False
41,281,148,2022-06-01,22:11:00,True
42,3115,148,2022-06-01,16:18:00,False
42,1129,148,2022-06-01,17:43:00,True
43,3115,148,2022-06-01,23:34:00,False
43,1129,148,2022-06-02,01:59:00,True
44,3115,148,2022-06-01,23:28:00,False
44,1129,148,2022-06-02,01:53:00,True
45,3115,148,2022-06-01,08:40:00,False
45,1129,148,2022-06-01,10:06:00,True
46,3115,148,2022-06-01,13:15:00,False
46,1129,148,2022-06-01,14:40:00,True
47,3115,148,2022-06-01,04:17:00,False
47,877,148,2022-06-01,05:42:00,True
48,3115,148,2022-06-01,22:48:00,False
48,877,148,2022-06-02,01:14:00,True
49,3115,148,2022-06-01,16:08:00,False
49,877,148,2022-06-01,17:33:00,True
50,3115,148,2022-06-01,13:01:00,False
50,877,148,2022-06-01,14:26:00,True
51,3115,148,2022-06-01,23:04:00,False
51,1055,148,2022-06-02,02:42:00,True
52,3115,148,2022-06-01,15:54:00,False
52,1055,148,2022-06-01,18:33:00,True
53,3115,148,2022-06-01,14:21:00,False
53,1055,148,2022-06-01,16:59:00,True
54,3115,148,2022-06-01,15:27:00,False
54,1055,148,2022-06-01,18:06:00,True
55,3115,148,2022-06-01,17:50:00,False
55,1108,148,2022-06-01,18:20:00,True
56,3115,148,2022-06-01,18:57:00,False
56,1108,148,2022-06-01,19:27:00,True
57,3115,148,2022-06-01,08:34:00,False
57,1108,148,2022-06-01,09:04:00,True
58,3115,148,2022-06-01,15:55:00,False
58,1108,148,2022-06-01,16:25:00,True
59,3115,148,2022-06-01,08:00:00,False
59,1120,148,2022-06-01,08:21:00,True
60,3115,148,2022-06-01,11:54:00,False
60,1120,148,2022-06-01,12:16:00,True
61,3115,148,2022-06-01,07:45:00,False
61,1120,148,2022-06-01,08:07:00,True
62,3115,148,2022-06-01,18:26:00,False
62,3191,148,2022-06-01,21:15:00,True
63,3115,148,2022-06-01,13:13:00,False
63,3191,148,2022-06-01,16:02:00,True
64,3115,148,2022-06-01,06:23:00,False
64,302,148,2022-06-01,08:52:00,True
65,3115,148,2022-06-01,12:06:00,False
65,302,148,2022-06-01,14:35:00,True
66,3115,148,2022-06-01,15:23:00,False
66,302,148,2022-06-01,17:52:00,True
67,3115,148,2022-06-01,11:25:00,False
67,302,148,2022-06-01,13:54:00,True
68,3115,148,2022-06-01,02:57:00,False
68,302,148,2022-06-01,05:27:00,True
69,3115,148,2022-06-01,06:39:00,False
69,302,148,2022-06-01,09:09:00,True
70,3115,148,2022-06-01,21:31:00,False
70,302,148,2022-06-02,01:01:00,True
71,3115,148,2022-06-01,14:45:00,False
71,1104,148,2022-06-01,15:09:00,True
72,3115,148,2022-06-01,01:20:00,False
72,1104,148,2022-06-01,01:43:00,True
73,3115,148,2022-06-01,22:09:00,False
73,1104,148,2022-06-01,22:32:00,True
74,3115,148,2022-06-01,03:36:00,False
74,1173,148,2022-06-01,04:55:00,True
75,3115,148,2022-06-01,20:37:00,False
75,1173,148,2022-06-01,21:56:00,True
76,3115,148,2022-06-01,08:13:00,False
76,1173,148,2022-06-01,09:32:00,True
77,3115,148,2022-06-01,14:27:00,False
77,1173,148,2022-06-01,15:46:00,True
78,3115,148,2022-06-01,05:47:00,False
78,297,148,2022-06-01,08:04:00,True
79,3115,148,2022-06-01,21:12:00,False
79,1249,148,2022-06-01,23:21:00,True
80,3115,148,2022-06-01,08:34:00,False
80,1249,148,2022-06-01,10:43:00,True
81,3115,148,2022-06-01,15:25:00,False
81,1249,148,2022-06-01,17:34:00,True
82,3115,148,2022-06-01,22:10:00,False
82,1249,148,2022-06-02,01:19:00,True
83,3115,148,2022-06-01,01:17:00,False
83,1249,148,2022-06-01,03:26:00,True
84,3115,148,2022-06-01,15:07:00,False
84,1249,148,2022-06-01,17:16:00,True
85,3115,148,2022-06-01,10:00:00,False
85,1249,148,2022-06-01,12:09:00,True
86,3115,148,2022-06-01,12:25:00,False
86,2616,148,2022-06-01,22:46:00,True
87,3115,148,2022-06-01,13:33:00,False
87,2616,148,2022-06-01,23:54:00,True
88,3115,148,2022-06-01,07:54:00,False
88,2616,148,2022-06-01,18:16:00,True
89,3115,148,2022-06-01,04:35:00,False
89,2616,148,2022-06-01,14:56:00,True
90,3115,148,2022-06-01,19:36:00,False
90,2616,148,2022-06-02,06:57:00,True
91,3115,148,2022-06-01,09:33:00,False
91,2616,148,2022-06-01,19:54:00,True
92,3115,148,2022-06-01,14:43:00,False
92,2616,148,2022-06-02,02:05:00,True
93,3115,148,2022-06-01,17:25:00,False
93,2616,148,2022-06-02,04:46:00,True
94,3115,148,2022-06-01,08:17:00,False
94,1101,148,2022-06-01,08:42:00,True
95,3115,148,2022-06-01,04:20:00,False
95,1101,148,2022-06-01,04:45:00,True
96,3115,148,2022-06-01,08:04:00,False
96,1101,148,2022-06-01,08:29:00,True
97,3115,148,2022-06-01,11:48:00,False
97,1101,148,2022-06-01,12:14:00,True
98,3115,148,2022-06-01,00:19:00,False
98,1101,148,2022-06-01,00:44:00,True
99,3115,148,2022-06-01,02:37:00,False
99,1101,148,2022-06-01,03:03:00,True
100,3115,148,2022-06-01,00:13:00,False
100,2243,148,2022-06-01,02:06:00,True
101,3115,148,2022-06-01,16:09:00,False
101,2243,148,2022-06-01,18:02:00,True
102,3115,148,2022-06-01,15:13:00,False
102,1100,148,2022-06-01,15:37:00,True
103,3115,148,2022-06-01,11:12:00,False
103,1100,148,2022-06-01,11:36:00,True
104,3115,148,2022-06-01,23:15:00,False
104,1100,148,2022-06-01,23:39:00,True
105,3115,148,2022-06-01,08:04:00,False
105,1100,148,2022-06-01,08:28:00,True
106,3115,148,2022-06-01,02:25:00,False
106,1100,148,2022-06-01,02:49:00,True
107,3115,148,2022-06-01,15:29:00,False
107,6045,148,2022-06-01,16:13:00,True
108,3115,148,2022-06-01,07:27:00,False
108,6045,148,2022-06-01,08:11:00,True
109,3115,148,2022-06-01,10:38:00,False
109,6045,148,2022-06-01,11:22:00,True
110,3115,148,2022-06-01,01:01:00,False
110,6045,148,2022-06-01,01:44:00,True
111,3115,148,2022-06-01,09:38:00,False
111,6045,148,2022-06-01,10:22:00,True
112,3115,148,2022-06-01,22:26:00,False
112,6045,148,2022-06-01,23:10:00,True
113,3115,148,2022-06-01,13:58:00,False
113,6045,148,2022-06-01,14:42:00,True
114,3115,148,2022-06-01,03:38:00,False
114,3329,148,2022-06-01,03:53:00,True
115,3115,148,2022-06-01,05:59:00,False
115,3329,148,2022-06-01,06:15:00,True
116,3115,148,2022-06-01,09:44:00,False
116,3329,148,2022-06-01,09:59:00,True
117,3115,148,2022-06-01,18:14:00,False
117,3329,148,2022-06-01,18:29:00,True
118,3115,148,2022-06-01,11:57:00,False
118,1099,148,2022-06-01,12:15:00,True
119,3115,148,2022-06-01,20:32:00,False
119,1099,148,2022-06-01,20:49:00,True
120,3115,148,2022-06-01,16:43:00,False
120,1099,148,2022-06-01,17:01:00,True
121,3115,148,2022-06-01,18:28:00,False
121,1099,148,2022-06-01,18:45:00,True
122,3115,148,2022-06-01,17:24:00,False
122,1099,148,2022-06-01,17:41:00,True
123,3115,148,2022-06-01,03:25:00,False
123,3330,148,2022-06-01,03:46:00,True
124,3115,148,2022-06-01,22:11:00,False
124,3330,148,2022-06-01,22:32:00,True
125,3115,148,2022-06-01,04:57:00,False
125,1115,148,2022-06-01,05:10:00,True
126,3115,148,2022-06-01,03:26:00,False
126,1115,148,2022-06-01,03:38:00,True
127,3115,148,2022-06-01,13:21:00,False
127,1115,148,2022-06-01,13:33:00,True
128,3115,148,2022-06-01,22:58:00,False
128,1115,148,2022-06-01,23:11:00,True
129,3115,148,2022-06-01,04:45:00,False
129,1115,148,2022-06-01,04:57:00,True
130,3115,148,2022-06-01,12:32:00,False
130,3332,148,2022-06-01,12:43:00,True
131,3115,148,2022-06-01,06:36:00,False
131,3332,148,2022-06-01,06:47:00,True
132,3115,148,2022-06-01,08:53:00,False
132,3332,148,2022-06-01,09:05:00,True
133,3115,148,2022-06-01,00:01:00,False
133,3332,148,2022-06-01,00:12:00,True
134,3115,148,2022-06-01,22:32:00,False
134,3332,148,2022-06-01,22:43:00,True
135,3115,148,2022-06-01,05:25:00,False
135,3332,148,2022-06-01,05:36:00,True
136,3115,148,2022-06-01,14:15:00,False
136,3332,148,2022-06-01,14:26:00,True
137,3115,148,2022-06-01,19:01:00,False
137,3332,148,2022-06-01,19:12:00,True
138,3115,148,2022-06-01,12:43:00,False
138,1121,148,2022-06-01,12:54:00,True
139,3115,148,2022-06-01,11:25:00,False
139,1121,148,2022-06-01,11:36:00,True
140,3115,148,2022-06-01,00:58:00,False
140,1121,148,2022-06-01,01:10:00,True
141,3115,148,2022-06-01,10:14:00,False
141,1121,148,2022-06-01,10:25:00,True
142,3115,148,2022-06-01,09:22:00,False
142,3836,148,2022-06-01,09:30:00,True
143,3115,148,2022-06-01,20:51:00,False
143,3836,148,2022-06-01,20:59:00,True
144,3115,148,2022-06-01,17:22:00,False
144,3836,148,2022-06-01,17:30:00,True
145,3115,148,2022-06-01,03:03:00,False
145,3836,148,2022-06-01,03:11:00,True
146,3115,148,2022-06-01,06:17:00,False
146,3836,148,2022-06-01,06:25:00,True
147,3115,148,2022-06-01,16:53:00,False
147,3836,148,2022-06-01,17:02:00,True
148,3115,148,2022-06-01,23:47:00,False
148,1124,148,2022-06-02,01:06:00,True
149,3115,148,2022-06-01,17:01:00,False
149,1124,148,2022-06-01,17:19:00,True
150,3115,148,2022-06-01,00:24:00,False
150,1124,148,2022-06-01,00:42:00,True
151,3115,148,2022-06-01,09:49:00,False
151,1124,148,2022-06-01,10:08:00,True
152,3115,148,2022-06-01,01:51:00,False
152,1124,148,2022-06-01,02:10:00,True
153,3115,148,2022-06-01,18:21:00,False
153,1106,148,2022-06-01,18:47:00,True
154,3115,148,2022-06-01,12:02:00,False
154,1106,148,2022-06-01,12:28:00,True
155,3115,148,2022-06-01,06:01:00,False
155,1106,148,2022-06-01,06:27:00,True
156,3115,148,2022-06-01,05:36:00,False
156,1103,148,2022-06-01,05:53:00,True
157,3115,148,2022-06-01,10:45:00,False
157,1103,148,2022-06-01,11:03:00,True
158,3115,148,2022-06-01,22:34:00,False
158,1103,148,2022-06-01,22:51:00,True
159,3115,148,2022-06-01,02:32:00,False
159,1103,148,2022-06-01,02:49:00,True
160,3115,148,2022-06-01,04:53:00,False
160,1103,148,2022-06-01,05:11:00,True
161,3115,148,2022-06-01,18:13:00,False
161,1103,148,2022-06-01,18:30:00,True
162,3115,148,2022-06-01,12:42:00,False
162,1103,148,2022-06-01,12:59:00,True
163,3115,148,2022-06-01,01:03:00,False
163,1110,148,2022-06-01,01:29:00,True
164,3115,148,2022-06-01,00:26:00,False
164,1110,148,2022-06-01,00:52:00,True
165,3115,148,2022-06-01,06:06:00,False
165,1110,148,2022-06-01,06:32:00,True
166,3115,148,2022-06-01,14:39:00,False
166,1110,148,2022-06-01,15:06:00,True
167,3115,148,2022-06-01,20:38:00,False
167,936,148,2022-06-01,21:50:00,True
168,3115,148,2022-06-01,14:34:00,False
168,936,148,2022-06-01,15:46:00,True
169,3115,148,2022-06-01,13:16:00,False
169,936,148,2022-06-01,14:28:00,True
170,3115,148,2022-06-01,23:41:00,False
170,936,148,2022-06-02,01:53:00,True
171,3115,148,2022-06-01,03:57:00,False
171,936,148,2022-06-01,05:10:00,True
172,3115,148,2022-06-01,04:03:00,False
172,936,148,2022-06-01,05:15:00,True
173,3115,148,2022-06-01,11:52:00,False
173,936,148,2022-06-01,13:05:00,True
174,3115,148,2022-06-01,19:17:00,False
174,936,148,2022-06-01,20:29:00,True
175,3115,148,2022-06-01,09:39:00,False
175,2246,148,2022-06-01,12:46:00,True
176,3115,148,2022-06-01,22:42:00,False
176,411,148,2022-06-02,02:43:00,True
177,3115,148,2022-06-01,16:14:00,False
177,411,148,2022-06-01,19:15:00,True
178,3115,148,2022-06-01,11:07:00,False
178,1112,148,2022-06-01,11:29:00,True
179,3115,148,2022-06-01,05:37:00,False
179,1112,148,2022-06-01,05:59:00,True
180,3115,148,2022-06-01,05:50:00,False
180,1112,148,2022-06-01,06:13:00,True
181,3115,148,2022-06-01,12:38:00,False
